Name,Country,Sector,Industry
RXRX,Recursion Pharmaceuticals Inc. Class A Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RXST,RxSight Inc. Common Stock,United States,Health Care,Ophthalmic Goods
RXT,Rackspace Technology Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
RYAAY,Ryanair Holdings plc American Depositary Shares,Ireland,Consumer Discretionary,Air Freight/Delivery Services
RYTM,Rhythm Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RZLT,Rezolute Inc. Common Stock (NV),United States,Health Care,Biotechnology: Pharmaceutical Preparations
SABR,Sabre Corporation Common Stock,United States,Technology,Computer Software: Programming Data Processing
SABS,SAB Biotherapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SABSW,SAB Biotherapeutics Inc. Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAFT,Safety Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SAGE,Sage Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SAI,SAI.TECH Global Corporation Class A Ordinary Shares,Singapore,Technology,EDP Services
SAIA,Saia Inc. Common Stock,United States,Industrials,Trucking Freight/Courier Services
SAIC,Science Applications International Corporation Common Stock,United States,Technology,EDP Services
SAMG,Silvercrest Asset Management Group Inc. Class A Common Stock,United States,Finance,Investment Managers
SANA,Sana Biotechnology Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANG,Sangoma Technologies Corporation Common Shares,Canada,Technology,Computer Software: Programming Data Processing
SANM,Sanmina Corporation Common Stock,United States,Technology,Electrical Products
SANW,S&W Seed Company Common Stock (NV),United States,Consumer Staples,Farming/Seeds/Milling
SASR,Sandy Spring Bancorp Inc. Common Stock,United States,Finance,Major Banks
SATL,Satellogic Inc. Class A Ordinary Shares,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
SATLW,Satellogic Inc. Warrant,Uruguay,Technology,Radio And Television Broadcasting And Communications Equipment
SATS,EchoStar  Corporation Common Stock,United States,Consumer Discretionary,Telecommunications Equipment
SAVA,Cassava Sciences Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SBAC,SBA Communications Corporation Class A Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida Common Stock,United States,Finance,Major Banks
SBET,SharpLink Gaming Inc. Common Stock,Israel,Technology,Computer Software: Prepackaged Software
SBFG,SB Financial Group Inc. Common Stock,United States,Finance,Major Banks
SBFM,Sunshine Biopharma Inc. Common Stock,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
SBFMW,Sunshine Biopharma Inc. Warrant,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
SBGI,Sinclair Inc. Class A Common Stock,United States,Industrials,Broadcasting
SBLK,Star Bulk Carriers Corp. Common Shares,Greece,Consumer Discretionary,Marine Transportation
SBRA,Sabra Health Care REIT Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SBSI,Southside Bancshares Inc. Common Stock,United States,Finance,Major Banks
SBT,Sterling Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
SBUX,Starbucks Corporation Common Stock,United States,Consumer Discretionary,Restaurants
SCHL,Scholastic Corporation Common Stock,United States,Consumer Discretionary,Books
SCKT,Socket Mobile Inc. Common Stock,United States,Technology,Computer Manufacturing
SCLX,Scilex Holding Company Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCLXW,Scilex Holding Company Warrant,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCNI,Scinai Immunotherapeutics Ltd. American Depositary Shares,Israel,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SCOR,comScore Inc. Common Stock,United States,Consumer Discretionary,Business Services
SCPH,scPharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SCSC,ScanSource Inc. Common Stock,United States,Technology,Retail: Computer Software & Peripheral Equipment
SCVL,Shoe Carnival Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
SCWO,374Water Inc. Common Stock,United States,Consumer Discretionary,Metal Fabrications
SCWX,SecureWorks Corp. Class A Common Stock,United States,Technology,Computer Software: Prepackaged Software
SCYX,SCYNEXIS Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SDA,SunCar Technology Group Inc. Class A Ordinary Shares,Hong Kong,Consumer Discretionary,Automotive Aftermarket
SDAWW,SunCar Technology Group Inc. Warrant,Hong Kong,Consumer Discretionary,Automotive Aftermarket
SDGR,Schrodinger Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SDIG,Stronghold Digital Mining Inc. Class A Common Stock,United States,Technology,EDP Services
SDOT,Sadot Group Inc. Common Stock,United States,Consumer Discretionary,Restaurants
SDST,Stardust Power Inc. Common Stock,United States,Industrials,Major Chemicals
SDSTW,Stardust Power Inc. Warrant,United States,,
SEAT,Vivid Seats Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEATW,Vivid Seats Inc. Warrant,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SEDG,SolarEdge Technologies Inc. Common Stock,Israel,Technology,Semiconductors
SEED,Origin Agritech Limited Common Stock,China,Consumer Staples,Farming/Seeds/Milling
SEEL,Seelos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SEER,Seer Inc. Class A Common Stock,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
SEIC,SEI Investments Company Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SELF,Global Self Storage Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SELX,Semilux International Ltd. Ordinary Shares,Taiwan,Technology,Semiconductors
SENEA,Seneca Foods Corp. Class A Common Stock,United States,Consumer Staples,Packaged Foods
SENEB,Seneca Foods Corp. Class B Common Stock,United States,Consumer Staples,Packaged Foods
SERA,Sera Prognostics Inc. Class A Common Stock,United States,Health Care,Medical Specialities
SERV,Serve Robotics Inc. Common Stock,United States,Consumer Discretionary,Industrial Specialties
SEVN,Seven Hills Realty Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
SEZL,Sezzle Inc. Common Stock,United States,Consumer Discretionary,Business Services
SFBC,Sound Financial Bancorp Inc. Common Stock,United States,Finance,Savings Institutions
SFIX,Stitch Fix Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
SFM,Sprouts Farmers Market Inc. Common Stock,United States,Consumer Staples,Food Chains
SFNC,Simmons First National Corporation Class A Common Stock,United States,Finance,Major Banks
SFST,Southern First Bancshares Inc. Common Stock,United States,Finance,Major Banks
SFWL,Shengfeng Development Limited Class A Ordinary Shares,China,Industrials,Trucking Freight/Courier Services
SGA,Saga Communications Inc. Class A Common Stock (FL),United States,Consumer Discretionary,Broadcasting
SGBX,Safe & Green Holdings Corp. Common Stock,United States,Consumer Discretionary,RETAIL: Building Materials
SGC,Superior Group of Companies Inc. Common Stock,United States,Consumer Discretionary,Apparel
SGD,Safe and Green Development Corporation Common Stock,United States,Finance,Real Estate
SGH,SMART Global Holdings Inc. Ordinary Shares,United States,Technology,Semiconductors
SGHT,Sight Sciences Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SGLY,Singularity Future Technology Ltd. Common Stock,United States,Consumer Discretionary,Oil Refining/Marketing
SGMA,SigmaTron International Inc. Common Stock,United States,Technology,Electrical Products
SGML,Sigma Lithium Corporation Common Shares,Canada,Basic Materials,Metal Mining
SGMO,Sangamo Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SGMT,Sagimet Biosciences Inc. Series A Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SGRP,SPAR Group Inc. Common Stock,United States,Consumer Discretionary,Business Services
SGRY,Surgery Partners Inc. Common Stock,United States,Health Care,Hospital/Nursing Management
SHBI,Shore Bancshares Inc Common Stock,United States,Finance,Major Banks
SHC,Sotera Health Company Common Stock,United States,Health Care,Misc Health and Biotechnology Services
SHCR,Sharecare Inc. Class A Common Stock,United States,Health Care,Medical/Nursing Services
SHCRW,Sharecare Inc. Warrant,United States,Health Care,Medical/Nursing Services
SHEN,Shenandoah Telecommunications Co Common Stock,United States,Telecommunications,Telecommunications Equipment
SHFS,SHF Holdings Inc. Class A Common Stock,United States,Finance,Finance: Consumer Services
SHFSW,SHF Holdings Inc. Warrants,United States,Finance,Finance: Consumer Services
SHIM,Shimmick Corporation Common Stock,United States,Industrials,Military/Government/Technical
SHIP,Seanergy Maritime Holdings Corp. Common Stock,Greece,Consumer Discretionary,Marine Transportation
SHLS,Shoals Technologies Group Inc. Class A Common Stock,United States,Technology,Semiconductors
SHLT,SHL Telemedicine Ltd American Depositary Shares,Israel,Health Care,Medical/Nursing Services
SHMD,SCHMID Group N.V. Class A Ordinary Shares,Cayman Islands,Technology,Industrial Machinery/Components
SHMDW,SCHMID Group N.V. Warrants,Cayman Islands,Technology,Industrial Machinery/Components
SHOO,Steven Madden Ltd. Common Stock,United States,Consumer Discretionary,Shoe Manufacturing
SHOT,Safety Shot Inc. Common Stock,United States,Consumer Discretionary,Package Goods/Cosmetics
SHOTW,Safety Shot Inc. Warrant,United States,Consumer Discretionary,Package Goods/Cosmetics
SHPH,Shuttle Pharmaceuticals Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SHYF,The Shyft Group Inc. Common Stock,United States,Consumer Discretionary,Auto Manufacturing
SIBN,SI-BONE Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SIDU,Sidus Space Inc. Class A Common Stock,United States,Telecommunications,Telecommunications Equipment
SIEB,Siebert Financial Corp. Common Stock,United States,Finance,Investment Bankers/Brokers/Service
SIFY,Sify Technologies Limited American Depositary Shares,India,Technology,Computer Software: Programming Data Processing
SIGA,SIGA Technologies Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SIGI,Selective Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SIGIP,Selective Insurance Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.60% Non-Cumulative Preferred Stock Series B,United States,Finance,Property-Casualty Insurers
SILC,Silicom Ltd Ordinary Shares,Israel,Telecommunications,Computer Communications Equipment
SILK,Silk Road Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SILO,Silo Pharma Inc. Common Stock,United States,Consumer Discretionary,Apparel
SIMAU,SIM Acquisition Corp. I Unit,United States,Finance,Blank Checks
SIMO,Silicon Motion Technology Corporation American Depositary Shares,Taiwan,Technology,Semiconductors
SINT,SiNtx Technologies Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
SIRI,Sirius XM Holdings Inc. Common Stock,United States,Consumer Discretionary,Broadcasting
SISI,Shineco Inc. Common Stock,China,Health Care, Medicinal Chemicals and Botanical Products 
SITM,SiTime Corporation Common Stock,United States,Technology,Semiconductors
SJ,Scienjoy Holding Corporation Class A Ordinary Shares ,China,Technology,EDP Services
SKGR,SK Growth Opportunities Corporation Class A Common Stock,United States,Finance,Blank Checks
SKGRU,SK Growth Opportunities Corporation Unit,United States,Finance,Blank Checks
SKGRW,SK Growth Opportunities Corporation Warrant,United States,Finance,Blank Checks
SKIN,The Beauty Health Company Class A Common Stock,United States,Health Care,Medical/Dental Instruments
SKWD,Skyward Specialty Insurance Group Inc. Common Stock,United States,Finance,Property-Casualty Insurers
SKYE,Skye Bioscience Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SKYT,SkyWater Technology Inc. Common Stock,United States,Technology,Semiconductors
SKYW,SkyWest Inc. Common Stock,United States,Consumer Discretionary,Air Freight/Delivery Services
SKYX,SKYX Platforms Corp. Common Stock,United States,Consumer Discretionary,Building Products
SLAB,Silicon Laboratories Inc. Common Stock,United States,Technology,Semiconductors
SLAM,Slam Corp. Class A Ordinary Share,United States,Finance,Blank Checks
SLAMU,Slam Corp. Unit,United States,Finance,Blank Checks
SLAMW,Slam Corp. warrant,United States,Finance,Blank Checks
SLDB,Solid Biosciences Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SLDP,Solid Power Inc. Class A Common Stock,United States,Miscellaneous,Industrial Machinery/Components
SLDPW,Solid Power Inc. Warrant,United States,Miscellaneous,Industrial Machinery/Components
SLE,Super League Enterprise Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
SLGL,Sol-Gel Technologies Ltd. Ordinary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
SLM,SLM Corporation Common Stock,United States,Finance,Finance: Consumer Services
SLMBP,SLM Corporation Floating Rate Non-Cumulative Preferred Stock Series B,United States,Finance,Finance: Consumer Services
SLN,Silence Therapeutics Plc American Depository Share,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
SLNG,Stabilis Solutions Inc. Common Stock,United States,Utilities,Oil/Gas Transmission
SLNH,Soluna Holdings Inc. Common Stock,United States,Finance,Finance: Consumer Services
SLNHP,Soluna Holdings Inc 9.0% Series A Cumulative Perpetual Preferred Stock ,United States,Finance,Finance: Consumer Services
SLNO,Soleno Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP,Simulations Plus Inc. Common Stock,United States,Technology,EDP Services
SLRC,SLR Investment Corp. Common Stock,United States,Finance,Finance/Investors Services
